Table 1
Farmacia;Nombre fantasía;RUT;RUT_SDV;Rut destinatario;Pais;Región;Comuna;Dirección;Telefono_fijo;Latitud;Longitud;Tipo;Horario;Proceso evaluacion;Venta Online;Despacho;Pagina Web
FARMACIA LA REBAJA;Farmacia La Rebaja;76908846-6;76908846;;Chile;Región Metropolitana de Santiago;Santiago;San Pablo 2090 Local 7;232486803;-33,434196;-70,658255;Farmacia Independiente;*Sin Información;EN PROCESO DE FIRMA;;;
FARMACIA SR WANG;Farmacia Sr Wang;76296753-7;76296753;;Chile;Región Metropolitana de Santiago;Santiago;Sazie 2642;226892929;-33,452435;-70,672996;Farmacia Independiente;*Sin Información;PENDIENTE;;;
ULTRA FARMACIA SOLIDARIA SPA CASA MATRIZ;Ultra Farmacia Solidaria;76795137-k;76795137;203912;Chile;Región Metropolitana de Santiago;Santiago;Amunategui N°841;*Sin Información;-33,4338933;-70,6573538999999;Farmacia Independiente;*Sin Información;CONVENIO FIRMADO;;;
FARMACIA LICAN;Farmacia Lican;10163052-8;10163052;;Chile;Región Metropolitana de Santiago;Santiago;Tucapel Jimenez 133;992344245;-33,442406;-70,658866;Farmacia Independiente;*Sin Información;PENDIENTE;;;
JORGE;Farmacia Jorge;10546758-3;10546758;;Chile;Región Metropolitana de Santiago;Cerrillos;Roma Salinas 2031;967085670;;;Farmacia Independiente;*Sin Información;PENDIENTE;;;
DYLAN 2;Farmacia Dylan;9668170-4;9668170;;Chile;Región Metropolitana de Santiago;Cerro Navia;Jose Joaquin Perez 7287;987703437;-33,429494;-70,737162;Farmacia Independiente;*Sin Información;CONVENIO FIRMADO;;;
FARMACIA NOAH;Farmacia Noah;76886828-K;76886828;;Chile;Región Metropolitana de Santiago;Conchalí;Av El Guanaco 3562;442972203;-33,392494;-70,657213;Farmacia Independiente;*Sin Información;CONVENIO FIRMADO;;;
RODOLFO SANDRO VIDAL SILVA E.I.R.L;Farmacia Rodolfo Sandro Vidal Silva;77091725-5;77091725;;Chile;Región Metropolitana de Santiago;El Bosque;Claudio Arrau 758-A;232556021;-33,565889;-70,675059;Farmacia Independiente;*Sin Información;PENDIENTE;;;
FARMACIA TU BOTICA;Farmacia Tu Botica;76907839-8;76907839;;Chile;Región Metropolitana de Santiago;Estación Central;Av Bernanrdo O´Higgins 4440;*Sin Información;-33,455293;-70,696374;Farmacia Independiente;*Sin Información;CONVENIO FIRMADO;;;
FARMACIA PURA SALUD;Farmacia Pura Salud;76767986-6;76767986;;Chile;Región Metropolitana de Santiago;Estación Central;5 De Abril 4698;*Sin Información;-33,461915;-70,698489;Farmacia Independiente;*Sin Información;PENDIENTE;;;
FARMACIA LORETO ALEJANDRA FORMAS CIFUENTES E.I.R.L.;Farmacia Loreto Alejandra Formas Cifuentes E.I.R.L.;76303983-8;76303983;;Chile;Región Metropolitana de Santiago;Independencia;Avenida Fermin Vivaceta 1802;229049707;-33,408771;-70,667105;Farmacia Independiente;*Sin Información;PENDIENTE;;;
FARMACIAS VIVE;Farmacias Vive;76732424-3;76732424;;Chile;Región Metropolitana de Santiago;La Florida;Bacteriológico 10835;222959762;-33,557233;-70,581386;Farmacia Independiente;*Sin Información;PENDIENTE;;;
FARMACIAS HERRERA;Farmacias Herrera;76133541-3;76133541;;Chile;Región Metropolitana de Santiago;La Florida;Froilan Roa 58 Local 7;982315700;-33,519027;-70,600298;Farmacia Independiente;*Sin Información;CONVENIO FIRMADO;;;
FARMACIAS, PERFUMERIA Y COMERCIALIZADORA GEMINIS SPA;Farmacias, Perfumeria Y Comercializadora Geminis;77096767-8;77096767;;Chile;Región Metropolitana de Santiago;La Florida;San Jose De La Estrella 1157;954461613;-33,553691;-70,600650;Farmacia Independiente;*Sin Información;CONVENIO FIRMADO;;;
FARMACIA BARRIOFARMA;Farmacia Barriofarma;76957985-0;76957985;;Chile;Región Metropolitana de Santiago;La Florida;Rojas Magallanes 94 B;*Sin Información;-33,535950;-70,593984;Farmacia Independiente;*Sin Información;PENDIENTE;;;
BARRIOFARMA;Barriofarma;76957985-0;76957985;;Chile;Región Metropolitana de Santiago;La Florida;Rojas Magallanes Local 94 -B;*Sin Información;-33,357083;-70,539973;Farmacia Independiente;*Sin Información;PENDIENTE;;;
NOVASALUD.COM S.A;Farmacia Novasalud;96951490-7;96951490;;Chile;Región Metropolitana de Santiago;La Florida;Avda Vicuña Mackenna N°6975 Local 3024;225990066;-33,519027;-70,600298;Farmacia Independiente;*Sin Información;EN PROCESO DE FIRMA;;;
FARMACIAS TORRES LIMITADA;Farmacias Torres Limitada;76788379-k;76788379;;Chile;Región Metropolitana de Santiago;La Pintana;Santa Rosa 16401 Local 3 Y 4;*Sin Información;-33,619763;-70,627458;Farmacia Independiente;*Sin Información;PENDIENTE;;;
FARMACIA COFAR;Farmacia Cofar;76802662-9;76802662;;Chile;Región Metropolitana de Santiago;Las Condes;Apoquindo 5016 Local 10;56973787064;-33,415153;-70,584985;Farmacia Independiente;*Sin Información;PENDIENTE;;;
TODOFARMA LOCAL N°2;Farmacia Todofarma;76967798-4;76967798;;Chile;Región Metropolitana de Santiago;Las Condes;Avenida Las Condes N°7700 Local 4;232853653;-33,400500;-70,554441;Farmacia Independiente;*Sin Información;CONVENIO FIRMADO;;;
FARMAETIKA;Farmaetika;77035333-5;77035333;;Chile;Región Metropolitana de Santiago;Las Condes;Rosario Norte 86;224599795;-33,408273;-70,571316;Farmacia Independiente;*Sin Información;CONVENIO FIRMADO;;;
FARMACIA FARMA SALUTE SPA;Farmacia Farma Salute;77138301-7;77138301;203861;Chile;Región Metropolitana de Santiago;Las Condes;Hernando De Magallanes;946324419;-33,4166185;-70,5600123;Farmacia Independiente;*Sin Información;CONVENIO FIRMADO;;;
FARMA UNO;Farma Uno;76801369-1;76801369;;Chile;Región Metropolitana de Santiago;Las Condes;Apoquindo 4900 Local 25;223392308;-33,411497;-70,578015;Farmacia Independiente;*Sin Información;PENDIENTE;;;
FARMACIA LAHUEN SPA;Farmacia Lahuen;76887011-k;76887011;;Chile;Región Metropolitana de Santiago;Lo Prado;Los Vocales 398;*Sin Información;-33,449096;-70,710958;Farmacia Independiente;*Sin Información;PENDIENTE;;;
FARMACIAS FARMAS SPA;Farmacias Farmas;76839726-0;76839726;;Chile;Región Metropolitana de Santiago;Maipú;Calle Esdras 602;224744995;-33,548453;-70,775475;Farmacia Independiente;*Sin Información;EN PROCESO DE FIRMA;;;
SOCIEDAD FARMACÉUTICA CORDILLERA SPA;Farmacéutica Cordillera;77848390-4;77848390;;Chile;Región Metropolitana de Santiago;Maipú;Av. Los Pajaritos 2122 Local 4;227667076;-33,486403;-70,750763;Farmacia Independiente;*Sin Información;EN PROCESO DE FIRMA;;;
FARMACIA COES;Farmacia Coes;76601789-4;76601789;203888;Chile;Región Metropolitana de Santiago;Maipú;Avda. 4 Poniente 0391 A;*Sin Información;-33,540055;-70,784559;Farmacia Independiente;*Sin Información;CONVENIO FIRMADO;;;
FARMACIAS ASFAR;Farmacias Asfar;76225317-8;76225317;;Chile;Región Metropolitana de Santiago;Ñuñoa;Avda Irarrazaval 2401 Local 1;23 2556968;-33,454421;-70,606295;Farmacia Independiente;*Sin Información;CONVENIO FIRMADO;;;
FARMACIA BLANCO;Farmacia Blanco;5789314-1;5789314;;Chile;Región Metropolitana de Santiago;Ñuñoa;Amburgo 1065;560222775722;-33,444641;-70,577124;Farmacia Independiente;*Sin Información;PENDIENTE;;;
FARMACIAS LATINOAMERICANA 2;Farmacias Latinoamericana;76337215-4;76337215;;Chile;Región Metropolitana de Santiago;Ñuñoa;Pedro De Valdivia 3584;232220100;-33,455447;-70,604963;Farmacia Independiente;*Sin Información;PENDIENTE;;;
DROGUERÍA BYF SPA;Drogueria Byf;76697413-9;76697413;;Chile;Región Metropolitana de Santiago;Ñuñoa;Av. Sucre 2589 - Of. 101;229072030;-33,448706;-70,604328;Farmacia Independiente;*Sin Información;PENDIENTE;;;
DROGUERIA BYF SPA;Drogueria Byf;76697413-9;76697413;;Chile;Región Metropolitana de Santiago;Ñuñoa;Dublé Almeyda 2200 - Of. 101;229072030;-33,455159;-70,608339;Farmacia Independiente;*Sin Información;PENDIENTE;;;
ULTRA FARMACIA SOLIDARIA SPA;Ultra Farmacia Solidaria;76795137-k;76795137;203913;Chile;Región Metropolitana de Santiago;Ñuñoa;Irarrazaval 3694 L1;*Sin Información;-33,4551509;-70,5921058;Farmacia Independiente;*Sin Información;CONVENIO FIRMADO;;;
FARMACIA LOS ORIENTALES;Farmacia Los Orientales;76217221-6;76217221;;Chile;Región Metropolitana de Santiago;Ñuñoa;Irarrázaval 4818;232026888;-33,454356;-70,579918;Farmacia Independiente;*Sin Información;CONVENIO FIRMADO;;;
FARMAVITAL 2;Farmacia Farmavital;76379674-4;76379674;;Chile;Región Metropolitana de Santiago;Pedro Aguirre Cerda;Club Hipico 5005 L 2;*Sin Información;-33,495498;-70,670543;Farmacia Independiente;*Sin Información;PENDIENTE;;;
FARMACIA SALESIANOS;Farmacia Salesianos;8333391-k;8333391;;Chile;Región Metropolitana de Santiago;Pedro Aguirre Cerda;Avda Pdte Salvador Allende #1724;224015369;-33,489825;-70,662025;Farmacia Independiente;*Sin Información;PENDIENTE;;;
FARMACIA LOS ORIENTALES;Farmacia Los Orientales;76217221-6;76217221;;Chile;Región Metropolitana de Santiago;Peñalolén;Avenida Oriental 7179, Irarrázaval 4818;232026888;-33,468157;-70,556645;Farmacia Independiente;*Sin Información;CONVENIO FIRMADO;;;
FARMACÉUTICA Y ASOCIADOS SPA (FARMACIA LA REBAJA 10);Farmacia La Rebaja 10;77087835-7;77087835;;Chile;Región Metropolitana de Santiago;Providencia;Avenida Providencia 1090;*Sin Información;-33,429937;-70,622654;Farmacia Independiente;*Sin Información;EN PROCESO DE FIRMA;;;
NOVASALUD.COM S.A;Farmacia Novasalud;96951490-7;96951490;;Chile;Región Metropolitana de Santiago;Providencia;Las Urbinas N°51;225990066;-33,422180;-70,611834;Farmacia Independiente;*Sin Información;EN PROCESO DE FIRMA;;;
FARMACIA ARAVIL;Farmacia Aravil;87988800-K;87988800;;Chile;Región Metropolitana de Santiago;Providencia;Av Nueva Providencia 1773;2 2235 8419;-33,426171;-70,614738;Farmacia Independiente;*Sin Información;PENDIENTE;;;
FARMACIA INGLESA SPA;Farmacia Inglesa;79920650-1;79920650;;Chile;Región Metropolitana de Santiago;Providencia;Luis Tayer Ojeda 157;222317428;-33,420161;-70,602473;Farmacia Independiente;*Sin Información;PENDIENTE;;;
FARMACIA LA BOTICA ITALIA;Farmacia La Botica Italia;76650717-4;76650717;;Chile;Región Metropolitana de Santiago;Providencia;Santa Isabel 0301;984233082;-33,446853;-70,627195;Farmacia Independiente;*Sin Información;PENDIENTE;;;
FARMACIA ITALIANA;Farmacia Italiana;76871344-8;76871344;;Chile;Región Metropolitana de Santiago;Providencia;Manuel Montt 1465;229939821;-33,441224;-70,615148;Farmacia Independiente;*Sin Información;PENDIENTE;;;
FARMACIA SALVADOR;Farmacia Salvador;76783281-8;76783281;203833;Chile;Región Metropolitana de Santiago;Providencia;AV PROVIDENCIA 727;228356010;-33,4329766;-70,6254187;Farmacia Independiente;*Sin Información;CONVENIO FIRMADO;;;
FARMACIA LA REBAJA;Farmacia La Rebaja;76234919-1;76234919;;Chile;Región Metropolitana de Santiago;Providencia;Av Providencia 2153;*Sin Información;-33,421301;-70,609047;Farmacia Independiente;*Sin Información;EN PROCESO DE FIRMA;;;
CORPORACIÓN NACIONAL DEL CÁNCER (CONAC);Farmacia Corporación Nacional Del Cáncer (Conac);70095900-7;70095900;;Chile;Región Metropolitana de Santiago;Providencia;Seminario 86;223474034;-33,440165;-70,629935;Farmacia Independiente;*Sin Información;EN PROCESO DE FIRMA;;;
FUNDACION DIABETES JUVENIL DE CHILE;Fundacion Diabetes Juvenil De Chile;71494700-1;71494700;;Chile;Región Metropolitana de Santiago;Providencia;Lota 2344;223673900;-33,423092;-70,605832;Farmacia Independiente;*Sin Información;CONVENIO FIRMADO;;;
FARMACIA GALFARMA 3;Farmacia Galfarma;76617610-0;76617610;203866;Chile;Región Metropolitana de Santiago;Providencia;Avenida Salvador 149, Local 1;229040182;-33,4355449;-70,626164;Farmacia Independiente;*Sin Información;CONVENIO FIRMADO;;;
DYLAN 3;Farmacia Dylan;11990798-5;11990798;;Chile;Región Metropolitana de Santiago;Pudahuel;Av. La Estrella 1099;*Sin Información;-33,438308;-70,752542;Farmacia Independiente;*Sin Información;EN PROCESO DE FIRMA;;;
BOTIQUÍN FUNDACIÓN GANTZ;Botiquín Fundación Gantz;70532500-6;70532500;;Chile;Región Metropolitana de Santiago;Pudahuel;Avenida El Lazo 8545;223386413;-33,438149;-70,748348;Farmacia Independiente;*Sin Información;EN PROCESO DE FIRMA;;;
DYLAN 4;Farmacia Dylan;9668170-4;9668170;;Chile;Región Metropolitana de Santiago;Pudahuel;Av La Estrella 1361 D;*Sin Información;-33,432153;-70,750403;Farmacia Independiente;*Sin Información;CONVENIO FIRMADO;;;
FARMACIA MEDIPLUS;Farmacia Mediplus;77082492-3;77082492;;Chile;Región Metropolitana de Santiago;Pudahuel;Mar Caribe 920-B;233101425;-33,442040;-70,741057;Farmacia Independiente;*Sin Información;PENDIENTE;;;
FARMACIA SERRANO;Farmacia Serrano;8508577-8;8508577;;Chile;Región Metropolitana de Santiago;Pudahuel;Serrano 1336;226692766;-33,433929;-70,766949;Farmacia Independiente;*Sin Información;PENDIENTE;;;
FARMACIA DMEDICAL;Farmacia Dmedical;76518569-6;76518569;203894;Chile;Región Metropolitana de Santiago;Quilicura;Lo Bascuñan 832;*Sin Información;-33,3583915;-70,7217208;Farmacia Independiente;*Sin Información;CONVENIO FIRMADO;;;
FARMACIAS CRUZ VERDE S A;Farmacias Cruz Verde S A;89807200-2;89807200;;Chile;Región Metropolitana de Santiago;Quilicura;Supermercado Lider Quilicura, O Higgins 358 Local 18. Quilicura;*Sin Información;-33,356263;-70,727618;Farmacia Independiente;*Sin Información;PENDIENTE;;;
FARMACIA LA REBAJA;Farmacia La Rebaja;76234919-1;76234919;;Chile;Región Metropolitana de Santiago;Quilicura;Av Bernardo O´Higgins 358;*Sin Información;-33,355085;-70,728176;Farmacia Independiente;*Sin Información;EN PROCESO DE FIRMA;;;
FARMACIA REAL;Farmacia Real;7360138-k;7360138;;Chile;Región Metropolitana de Santiago;Quilicura;Manuel Antonio Matta 991 Local 2;2332428851;-33,366543;-70,720778;Farmacia Independiente;*Sin Información;EN PROCESO DE FIRMA;;;
FARMACIA FABY;Farmacia Faby;76359195-6;76359195;;Chile;Región Metropolitana de Santiago;San Miguel;Santa Rosa 4399;227176618;-33,497728;-70,639746;Farmacia Independiente;*Sin Información;PENDIENTE;;;
CARYVON;Farmacia Caryvon;5868654-9;5868654;;Chile;Región Metropolitana de Santiago;San Miguel;Gran Avenida 4558;*Sin Información;-33,495579;-70,652465;Farmacia Independiente;*Sin Información;PENDIENTE;;;
FARMAVITAL 1;Farmavital;76379674-4;76379674;;Chile;Región Metropolitana de Santiago;San Ramón;Elias Fernandez Albano 8105 L5;225274915;-33,532271;-70,647275;Farmacia Independiente;*Sin Información;PENDIENTE;;;
NOVASALUD.COM S.A;Farmacia Novasalud;96951490-7;96951490;;Chile;Región Metropolitana de Santiago;Vitacura;Avda Vitacura N°6710 Local 9 Módulo B;225990066;-33,388329;-70,567992;Farmacia Independiente;*Sin Información;EN PROCESO DE FIRMA;;;
GALFARMA;Farmacia Galfarma;76919610-2;76919610;;Chile;Región Metropolitana de Santiago;Vitacura;Vitacura 3815;222075117;-33,401260;-70,593024;Farmacia Independiente;*Sin Información;PENDIENTE;;;
FARMACIA ARBOLARIA;Farmacia Arbolaria;76160656-5;76160656;;Chile;Región Metropolitana de Santiago;Vitacura;Vitacura 8994;22-2202206;-33,383113;-70,549947;Farmacia Independiente;*Sin Información;CONVENIO FIRMADO;;;
FARMACIA GALFARMA 4;Farmacia Galfarma;76161094-5;76161094;;Chile;Región Metropolitana de Santiago;Vitacura;Avenida Luis Pasteur 6593, Local 10;222418552;-33,380463;-70,570541;Farmacia Independiente;*Sin Información;CONVENIO FIRMADO;;;
FARMACIAS LF;Farmacias Lf;76425868-1;76425868;;Chile;Región Metropolitana de Santiago;Puente Alto;Av. El Peral 07185;232773963;-33,575483;-70,540292;Farmacia Independiente;*Sin Información;CONVENIO FIRMADO;;;
FARMACIA FARMALIANZA;Farmacia Farmalianza;77183351-9;77183351;;Chile;Región Metropolitana de Santiago;Puente Alto;Kamari Oriente 1618;973373324;-33,597310;-70,591071;Farmacia Independiente;*Sin Información;EN PROCESO DE FIRMA;;;
BOTICA FAMILIAR;Botica Familiar;76981015-3;76981015;;Chile;Región Metropolitana de Santiago;Puente Alto;Troncal San Francisco 3205, Local 6;*Sin Información;-33,579853;-70,571337;Farmacia Independiente;*Sin Información;PENDIENTE;;;
LA BOTICA DOÑA VANESA;La Botica Doña Vanesa;76946409-3;76946409;203949;Chile;Región Metropolitana de Santiago;Pirque;Av. El Principal Sitio 1 Parcela 2B Local 4;999965011;-33,716118;-70,569601;Farmacia Independiente;*Sin Información;CONVENIO FIRMADO;;;
SOLUFAR VALLE GRANDE LAMPA;Solufar Valle Grande Lampa;76432943-0;76432943;;Chile;Región Metropolitana de Santiago;Lampa;Av La Montaña 1393 Bod 18 Valle Grande;227936234;-33,324929;-70,743210;Farmacia Independiente;*Sin Información;CONVENIO FIRMADO;;;
FARMACIA PRAT;Farmacia Prat;24395268-9;24395268;;Chile;Región Metropolitana de Santiago;San Bernardo;Eucaliptus 81;229857468;-33,608792;-70,702808;Farmacia Independiente;*Sin Información;EN PROCESO DE FIRMA;;;
FARMACIA FARMALYM 1;Farmacia Farmalym;77015632-7;77015632;;Chile;Región Metropolitana de Santiago;San Bernardo;Maipu 420;*Sin Información;-33,591132;-70,707772;Farmacia Independiente;*Sin Información;CONVENIO FIRMADO;;;
FARMACIA DE URGENCIA;Farmacia De Urgencia;76702564-5;76702564;;Chile;Región Metropolitana de Santiago;Buin;Bajos De Matte 0620;232337039;-33,722007;-70,740519;Farmacia Independiente;*Sin Información;PENDIENTE;;;
FARMACIA LA BOTICA PANDA;Farmacia La Botica Panda;18357566-k;18357566;;Chile;Región Metropolitana de Santiago;Paine;Avenida General Baquedano 954;934328583;-33,815016;-70,742880;Farmacia Independiente;*Sin Información;PENDIENTE;;;
FARMACIA UNO;Farmacia Uno;24627003-1;24627003;203868;Chile;Región Metropolitana de Santiago;Melipilla;Ortuzar 852 Local 1;*Sin Información;-33,690156;-71,215442;Farmacia Independiente;*Sin Información;CONVENIO FIRMADO;;;
EKONOFARMA;Ekonofarma;76229873-2;76229873;;Chile;Región Metropolitana de Santiago;Melipilla;Plaza De Armas 468 A;228321955;-33,686049;-71,215218;Farmacia Independiente;*Sin Información;CONVENIO FIRMADO;;;
MOLYFARMA;Molyfarma;15372199-8;15372199;;Chile;Región Metropolitana de Santiago;Talagante;Esmeralda 2032;228435457;-33,669755;-70,937089;Farmacia Independiente;*Sin Información;PENDIENTE;;;
DON ANTONIO FARMACIAS;Don Antonio Farmacias;76185419-4;76185419;;Chile;Región Metropolitana de Santiago;El Monte;Libertadores 318 A;332335701;-33,680221;-70,980003;Farmacia Independiente;*Sin Información;EN PROCESO DE FIRMA;;;
FARMACIA ISLEÑA;Farmacia Isleña;76745204-7;76745204;;Chile;Región Metropolitana de Santiago;Isla De Maipo;Santelices 665 Local C;*Sin Información;-33,753969;-70,901941;Farmacia Independiente;*Sin Información;PENDIENTE;;;
EL TREBOL;Farmacia El Trebol;76773206-6;76773206;203865;Chile;Región Metropolitana de Santiago;Padre Hurtado;El Trebol 1240;27613556;-33,567849;-70,7931809;Farmacia Independiente;*Sin Información;CONVENIO FIRMADO;;;
FARMACIAS AITUE;Farmacias Aitue;76858395-1;76858395;203859;Chile;Región Metropolitana de Santiago;Peñaflor;Balmaceda 1435 Local G Y F;*Sin Información;-33,613558;-70,860696;Farmacia Independiente;*Sin Información;CONVENIO FIRMADO;;;
FARMAVIDA Y SALUD;Farmavida Y Salud;76855915-5;76855915;203860;Chile;Región Metropolitana de Santiago;Peñaflor;Avenida Vicuña Mackenna 690;964226539;-33,6101899;-70,8654215999999;Farmacia Independiente;*Sin Información;CONVENIO FIRMADO;;;
